mm_4_75;mm_2;mm_1;fundo;peso_massa;data;produto;lote;ton;turno;box_consumo;aditivo;mm_4_75_perc;mm_2_perc;mm_1_perc;fundo_perc;linha
0.84;348.97;18.24;4.72;375.85;2024-12-02;20-00-20;365;50;A;02/04/10;SIM;0.23;93.62;4.89;1.27;MAQUINARIO
8.37;314.16;10.2;5.57;314.04;2024-12-02;20-00-20;366;50;A;02/04/10;SIM;2.47;92.86;3.02;1.65;MAQUINARIO
11.57;289.89;1.92;2.58;308.61;2024-12-12;SAM 21;246;37;A;BOX-10;NÃO;3.78;94.75;0.63;0.84;MAQUINARIO
12.17;289.04;3.08;0.73;306.1;2024-12-12;SAM 21;247;47;A;BOX-10;NÃO;3.99;94.75;1.01;0.24;MAQUINARIO
22.65;306.19;3.83;1.15;335.83;2024-12-12;SAM 21;256;49;B;BOX-10;NAO;6.79;91.72;1.15;0.34;MAQUINARIO
21.67;307.17;1.85;1.36;335.12;2024-12-12;SAM 21;257;47;B;BOX-10;NAO;6.53;92.51;0.56;0.41;MAQUINARIO
23.62;306.17;3.84;1.35;335.8;2024-12-12;SAM 21;258;49;B;BOX-10;NAO;7.05;91.40;1.15;0.40;MAQUINARIO
17.42;311.2;3.11;1.14;334.59;2024-12-12;SAM 21;259;49;B;BOX-10;NAO;5.23;93.49;0.93;0.34;MAQUINARIO
18.44;312.18;4.08;1.17;335.3;2024-12-12;SAM 21;260;49;B;BOX-10;NAO;5.49;92.95;1.21;0.35;MAQUINARIO
25.42;303.15;3.88;1.49;335.27;2024-12-12;SAM 21;261;49;B;BOX-10;NAO;7.61;90.78;1.16;0.45;MAQUINARIO
24.41;302.12;2.9;1.47;335.07;2024-12-12;SAM 21;262;26;B;BOX-10;NAO;7.38;91.30;0.88;0.44;MAQUINARIO
14.91;280.04;1.14;2.36;300.59;2024-12-13;SAM 21;363;49;A;BOX-10;NÃO;5.00;93.83;0.38;0.79;MAQUINARIO
17.32;283.02;0.49;0.14;302.19;2024-12-14;SAM 21;370;50;A;BOX-10;NÃO;5.75;94.04;0.16;0.05;MAQUINARIO
16.1;285.2;2.63;0.91;305.73;2024-12-14;SAM 21;371;49;A;BOX-10;NÃO;5.28;93.56;0.86;0.30;MAQUINARIO
20.4;287.88;1.73;1.97;311.8;2024-12-14;SAM 21;372;49;A;BOX-10;NÃO;6.54;92.28;0.55;0.63;MAQUINARIO
15.07;286.46;0.82;1.29;304.66;2024-12-14;SAM 21;373;49;A;BOX-10;NÃO;4.96;94.34;0.27;0.42;MAQUINARIO
53.99;273.77;6.72;1.84;334.43;2024-12-17;33-00;403;50;B;B9/B10;NÃO;11.05;81.40;2.00;0.55;MAQUINARIO
33.28;264.8;5;8.01;312.12;2024-12-18;33-00;404;37;A;BOX-09/10;NAO;10.70;85.12;1.61;2.57;MAQUINARIO
51.48;276.11;6.48;3.26;302.15;2024-12-02;20-00-20;367;48;A;02/04/10;SIM;15.26;81.85;1.92;0.97;MAQUINARIO
9.81;382.02;12.75;2;301.28;2024-12-02;20-00-20;368;50;A;02/04/10;SIM;3.20;91.99;4.16;0.65;MAQUINARIO
8.02;280.05;15.85;6.83;314.18;2024-12-02;20-00-20;369;48;A;02/04/10;SIM;2.58;90.12;5.10;2.20;MAQUINARIO
18.77;350.92;14.09;10.29;390.63;2024-12-02;20-00-20;370;47;A;02/04/10;SIM;4.76;89.05;3.58;2.61;MAQUINARIO
11.91;307.54;8.8;3.1;335.32;2024-12-02;20-00-20;372;47;B;02/04/10;SIM;3.59;92.81;2.66;0.94;MAQUINARIO
0.3;303.2;8.42;4.86;318.24;2024-12-03;20-00-20;373;49;A;02/04/10;SIM;0.09;95.71;2.66;1.53;MAQUINARIO
2.12;314.04;7.39;1.43;329.55;2024-12-03;20-00-20;374;46;A;02/04/10;SIM;0.65;96.63;2.27;0.44;MAQUINARIO
0.48;341.03;9.91;2.21;357.68;2024-12-03;20-00-20;375;46;A;02/04/10;SIM;0.14;96.44;2.30;0.62;MAQUINARIO
0.25;317.62;12.59;1.77;333.5;2024-12-03;20-00-20;376;46;A;02/04/10;SIM;0.08;95.60;3.79;0.53;MAQUINARIO
19.66;306.1;5.11;1.23;335.48;2024-12-03;20-00-20;142;50;B;B8-B9-B10;NÃO;5.92;92.17;5.54;0.37;MAQUINARIO
15.53;308.61;5.62;0.88;335.07;2024-12-03;20-00-20;143;50;B;B8-B9-B10;NÃO;4.70;93.34;1.70;0.27;MAQUINARIO
17.61;306.53;6.76;1.71;335.83;2024-12-03;20-00-20;144;37;B;B8-B9-B10;NÃO;5.29;92.16;2.03;0.51;MAQUINARIO
32.24;284.81;11.85;1.93;335.14;2024-12-03;20-00-20;145;49;B;B8-B9-B10;NÃO;9.75;86.09;3.58;0.58;MAQUINARIO
23.76;302.37;4.47;1.35;335.56;2024-12-03;20-00-20;377;50;B;B2-B4-B10;SIM;7.16;91.09;1.35;0.41;MAQUINARIO
15.83;308.56;5.99;1.56;335.28;2024-12-03;20-00-20;378;48;B;B2-B4-B10;SIM;4.77;92.97;1.79;0.47;MAQUINARIO
13.58;310.81;6.47;1.51;336.19;2024-12-03;20-00-20;379;47;B;B2-B4-B10;SIM;4.09;93.51;1.95;0.45;MAQUINARIO
5.36;306.75;12.81;3.64;335.65;2024-12-03;20-00-20;380;47;B;B2-B4-B10;SIM;1.65;93.36;3.90;1.11;MAQUINARIO
6.2;302.78;15.8;3.49;335.14;2024-12-03;20-00-20;381;47;B;B2-B4-B10;SIM;1.89;92.24;4.81;1.06;MAQUINARIO
25.22;276.24;1.24;1.34;303.49;2024-12-14;SAM 21;378;37;A;BOX-10;NÃO;8.29;90.86;0.41;0.44;MAQUINARIO
15.2;282.8;2.18;3.47;305.23;2024-12-14;SAM 21;379;37;A;BOX-10;NÃO;5.01;93.13;0.72;1.14;MAQUINARIO
22.84;278.03;1.6;1;303.6;2024-12-14;SAM 21;380;46;A;BOX-10;NÃO;7.53;91.62;0.53;0.33;MAQUINARIO
27.67;281.73;0.1;1.39;310.21;2024-12-14;SAM 21;381;40;A;BOX-10;NÃO;8.91;90.58;0.03;0.45;MAQUINARIO
5.33;285.44;9.22;1.80;303.10;2024-12-19;UREIA;415;36;A;BOX-09;NÃO;1.77;94.58;3.06;0.60;MAQUINARIO
16.50;282.65;1.88;1.23;302.73;2024-12-19;UREIA;416;48;A;BOX-09;NÃO;5.46;93.51;0.62;0.41;MAQUINARIO
15.91;281.07;6.16;1.22;305.15;2024-12-19;UREIA;417;37;A;BOX-09;NÃO;5.23;92.35;2.02;0.40;MAQUINARIO
27.73;274.24;1.13;1.10;305.25;2024-12-19;UREIA;419;48;A;BOX-09;NÃO;9.12;90.15;0.37;0.36;MAQUINARIO
15.48;276.33;6.69;7.40;308.27;2024-12-19;33-00;420;37;A;BOX-09/10;NÃO;5.06;90.33;2.19;2.42;MAQUINARIO
32.77;268.00;1.51;1.13;304.46;2024-12-19;SAM 20.5;461;50;A;AZ-04-B;NÃO;10.80;88.33;0.50;0.37;MAQUINARIO
10.54;279.01;9.02;2.32;303.44;2024-12-19;30.00.20;421;14;A;BOX-08/09;NÃO;3.50;92.73;3.00;0.77;MAQUINARIO
11.21;274.22;10.55;4.42;302.62;2024-12-19;30.00.20;421;18;A;BOX-08/09;NÃO;3.73;91.29;3.10;1.47;MAQUINARIO
8.40;279.42;11.66;2.19;304.12;2024-12-19;30.00.20;422;19;A;BOX-08/09;NÃO;2.78;92.62;3.87;0.73;MAQUINARIO
11.97;278.00;10.03;2.58;305.10;2024-12-19;30.00.20;422;28;A;BOX-08/09;NÃO;3.96;91.88;3.31;0.85;MAQUINARIO
15.92;297.09;15.21;3.05;335.06;2024-12-19;30.00.20;423;47;B;BOX-08/09;NÃO;4.81;89.68;4.59;0.92;MAQUINARIO
33.87;288.57;7.82;1.4;335.33;2024-12-04;20-00-20;154;49;B;B2-B4-B10;SIM;10.21;87.01;2.36;0.42;MAQUINARIO
36.45;284.93;8.78;1.67;334.47;2024-12-04;20-00-20;155;38;B;B2-B4-B10;SIM;10.98;85.87;2.65;0.50;MAQUINARIO
23.55;302.76;5.3;1.61;336.02;2024-12-04;20-00-20;387;49;B;B2-B4-B10;SIM;7.07;90.86;1.59;0.48;MAQUINARIO
16.43;300.26;8.63;1.81;335.07;2024-12-04;20-00-20;388;46;B;B2-B4-B10;SIM;5.02;91.79;2.64;0.55;MAQUINARIO
8.25;302.07;13.98;4.13;335.39;2024-12-04;20-00-20;389;40;B;B2-B4-B10;SIM;2.51;91.97;4.26;1.26;MAQUINARIO
9.33;302.15;9.66;2.43;335.35;2024-12-04;20-00-20;390;48;B;B2-B4-B10;SIM;2.88;93.38;2.99;0.75;MAQUINARIO
15.85;303.04;10.22;2.08;336.1;2024-12-04;20-00-20;391;50;B;B2-B4-B10;SIM;4.79;91.50;3.09;0.63;MAQUINARIO
22.5;294.21;12.42;0.81;335.54;2024-12-04;20-00-20;392;50;B;B2-B4-B10;SIM;6.93;89.06;3.76;0.25;MAQUINARIO
12.59;302.03;15.48;4.72;331.36;2024-12-05;20-00-20;162;47;A;08/09/10;SIM;3.76;90.21;4.62;1.41;MAQUINARIO
5.13;257.73;10.78;6.8;277.36;2024-12-05;20-00-20;393;37;A;04/09/10;SIM;1.83;91.90;3.84;2.42;MAQUINARIO
6.38;275.38;14.72;6.85;300.69;2024-12-05;20-00-20;394;37;A;04/09/10;SIM;2.26;90.64;4.84;2.25;MAQUINARIO
20.28;308.29;5.82;1.24;335.19;2024-12-05;20-00-20;395;50;B;B2-B4-B10;SIM;6.04;91.85;1.23;0.37;MAQUINARIO
15.8;311.37;7.38;1.28;335.19;2024-12-05;20-00-20;396;50;B;B2-B4-B10;SIM;4.70;92.72;2.20;0.38;MAQUINARIO
13.25;318.99;5.14;1.43;328.39;2024-12-06;20-00-20;397;50;A;B2-B4-B10;SIM;3.91;94.15;1.52;0.42;MAQUINARIO
16.4;296.03;12.21;1.42;316.62;2024-12-06;20-00-20;398;46;A;B2-B4-B10;SIM;5.06;90.76;3.74;0.44;MAQUINARIO
16.72;352.22;2.18;1.27;341.82;2024-12-06;20-00-20;399;50;A;B2-B4-B10;SIM;4.84;94.16;0.63;0.37;MAQUINARIO
18.31;321.17;4.92;1.29;345.82;2024-12-06;20-00-20;400;50;A;B2-B4-B10;SIM;5.15;93.11;1.38;0.36;MAQUINARIO
16.84;322.35;19.07;1.69;349.29;2024-12-06;20-00-20;401;50;A;B2-B4-B10;SIM;4.68;89.55;5.30;0.47;MAQUINARIO
10.3;330.77;24.62;1.38;358.24;2024-12-06;20-00-20;402;50;A;B2-B4-B10;SIM;2.81;90.11;6.71;0.38;MAQUINARIO
10.38;372.29;19;0.82;400.2;2024-12-06;20-00-20;403;50;A;B2-B4-B10;SIM;2.58;92.50;4.72;0.20;MAQUINARIO
14.02;283.27;6.53;2.29;307.15;2024-12-21;30.00.20;83;48;A;BOX-05/09;NÃO;4.58;92.54;2.13;0.75;MAQUINARIO
404.80;621.68;410.44;340.93;303.69;2024-12-21;UREIA;168;49;A;BOX-02;NÃO;0.72;87.92;9.15;2.21;MAQUINARIO
11.40;282.70;6.39;7.69;306.94;2024-12-21;SAM 21;480;48;A;BOX-10;NÃO;3.70;91.73;2.07;2.50;MAQUINARIO
47.95;285.04;1.21;1.08;335.47;2024-12-19;UREIA;425;45;B;BOX-09;NÃO;14.30;85.02;0.36;0.32;MAQUINARIO
48.89;284.06;3.17;1.12;335.05;2024-12-19;UREIA;426;45;B;BOX-09;NÃO;14.50;84.23;0.94;0.33;MAQUINARIO
36.81;294.20;2.09;0.86;335.14;2024-12-19;SAM 21;424;38;B;BOX-10;NÃO;11.02;88.09;0.63;0.26;MAQUINARIO
28.08;304.85;0.94;1.19;334.78;2024-12-19;SAM 21;464;48;B;BOX-10;NÃO;8.38;90.98;0.28;0.36;MAQUINARIO
18.14;314.62;1.27;1.35;335.31;2024-12-19;SAM 21;341;50;B;AZ-03-A;NÃO;5.41;93.81;0.38;0.40;MAQUINARIO
19.12;313.67;0.29;1.38;335.13;2024-12-19;SAM 21;342;50;B;AZ-03-A;NÃO;5.72;93.78;0.09;0.41;MAQUINARIO
27.09;305.83;1.96;1.22;335.34;2024-12-19;SAM 21;465;48;B;BOX-10;NÃO;8.06;90.99;0.58;0.36;MAQUINARIO
12.52;272.26;10.01;2.32;296.74;2024-12-23;UREIA;482;37;A;BOX-02;NÃO;4.21;91.64;3.37;0.78;MAQUINARIO
7.04;280.72;20.62;7.84;318.07;2024-12-23;KCL;7;50;A;BOX-05;NÃO;2.84;88.22;6.48;2.46;MAQUINARIO
14.28;279.01;11.21;4.20;308.32;2024-12-23;UREIA;483;46;A;BOX-02;NÃO;4.63;90.38;3.63;1.36;MAQUINARIO
2.17;283.14;17.07;2.68;305.23;2024-12-23;UREIA;85;50;A;BOX-09;NÃO;0.71;92.81;5.60;0.88;MAQUINARIO
14.04;304.88;11.4;3.08;335.25;2024-12-06;20-00-20;186;48;B;B5-B8-B9-B10;NÃO;4.21;91.45;3.42;0.92;MAQUINARIO
0.25;299.36;7.32;1.18;307.44;2024-12-06;20-00-20;404;50;B;02/04/10;SIM;0.08;97.16;2.38;0.38;MAQUINARIO
8.37;311.34;7.69;0.88;333.01;2024-12-07;20-00-20;405;50;A;02/04/10;SIM;2.55;94.84;2.34;0.27;MAQUINARIO
5.17;318.9;5.89;1.38;332.02;2024-12-07;20-00-20;406;37;A;02/04/10;SIM;1.56;96.25;1.78;0.42;MAQUINARIO
6.37;307.2;8.93;1.85;326.46;2024-12-07;20-00-20;407;37;A;02/04/10;SIM;1.96;94.71;2.75;0.57;MAQUINARIO
9.83;314.16;5.14;1.67;332.13;2024-12-07;20-00-20;408;49;A;02/04/10;SIM;2.97;94.97;1.55;0.50;MAQUINARIO
7;292.05;6.78;1.69;309.48;2024-12-07;20-00-20;409;49;A;02/04/10;SIM;2.28;94.97;2.20;0.55;MAQUINARIO
3.8;298.03;6.64;1.27;312.59;2024-12-07;20-00-20;410;49;A;02/04/10;SIM;1.23;96.22;2.14;0.41;MAQUINARIO
5.04;299.34;5;1.25;312.04;2024-12-07;20-00-20;411;49;A;02/04/10;SIM;1.63;96.35;1.61;0.40;MAQUINARIO
1.34;290.07;17.27;10.85;322.57;2024-12-07;20-00-20;187;40;A;08/09/10;NÃO;0.42;90.78;5.40;3.40;MAQUINARIO
10.23;303.9;3.08;1.08;321.25;2024-12-09;20-00-20;415;49;A;02/04/10;SIM;3.21;95.48;0.97;0.34;MAQUINARIO
13.23;281.43;2.58;1.31;301.67;2024-12-09;20-00-20;416;49;A;02/04/10;SIM;4.43;94.27;0.86;0.44;MAQUINARIO
8.03;286.01;5.55;3;305.56;2024-12-09;20-00-20;417;48;A;02/04/10;SIM;2.65;94.52;1.83;0.99;MAQUINARIO
12.09;297.92;13.91;3.06;334.04;2024-12-09;20-00-20;418;48;B;02/04/10;SIM;3.70;91.11;4.25;0.94;MAQUINARIO
12.06;297.27;11.93;2.2;335.35;2024-12-09;20-00-20;419;47;B;02/04/10;SIM;3.73;91.90;3.69;0.68;MAQUINARIO
11.08;297.9;12.85;2.96;335.16;2024-12-09;20-00-20;420;47;B;02/04/10;SIM;3.41;91.72;3.36;0.91;MAQUINARIO
2.41;269.74;23.56;4.15;299.28;2024-12-23;UREIA;484;45;A;BOX-02;NÃO;0.80;89.96;7.86;1.38;MAQUINARIO
22.84;286.17;7.44;1.19;311.22;2024-12-23;30.00.20;93;50;B;BOX-B05/B09;NÃO;7.19;90.09;2.34;0.37;MAQUINARIO
24.12;282.64;2.66;1.18;304.46;2024-12-23;SAM 20.5;490;50;B;BOX-10;NÃO;7.77;91.00;0.86;0.38;MAQUINARIO
21.46;283.81;1.67;1.23;305.31;2024-12-23;SAM 21;347;50;A;AZ-03-A;NÃO;6.96;92.10;0.54;0.40;MAQUINARIO
16.03;283.92;3.01;1.01;300.51;2024-12-26;UREIA;94;50;A;BOX-09;NÃO;5.27;93.40;0.99;0.33;MAQUINARIO
13.58;296.13;3.65;1.05;311.54;2024-12-26;UREIA;95;30;A;BOX-09;NÃO;4.32;94.19;1.16;0.33;MAQUINARIO
14.59;279.00;3.50;1.14;295.74;2024-12-26;UREIA;96;30;A;BOX-09;NÃO;4.89;93.55;1.17;0.38;MAQUINARIO
36.84;291.39;7.69;1.26;335.60;2024-12-26;UREIA;108;50;B;BOX-09;NÃO;10.93;86.42;2.28;0.37;MAQUINARIO
36.02;288.31;8.82;1.28;335.71;2024-12-26;UREIA;109;50;B;BOX-09;NÃO;10.77;86.21;2.64;0.38;MAQUINARIO
34.08;287.30;8.23;1.31;335.18;2024-12-26;UREIA;110;48;B;BOX-09;NÃO;10.30;86.82;2.49;0.40;MAQUINARIO
17.63;312.69;6.34;1.14;335.54;2024-12-26;30.00.20;105;48;B;05/09;NÃO;5.22;92.57;1.88;0.34;MAQUINARIO
14.96;283.53;5.41;3.95;306.49;2024-12-30;SAM 21;495;50;A;BOX-10;NÃO;4.85;92.10;1.76;1.26;MAQUINARIO
12.56;277.60;5.11;1.93;297.18;2024-12-27;UREIA;111;32;A;BOX-09;NÃO;4.23;93.41;1.72;0.65;MAQUINARIO
10.21;273.60;11.54;6.48;304.79;2024-12-27;UREIA;112;320;A;BOX-09;NÃO;3.38;90.55;3.82;2.15;MAQUINARIO
69.69;273.60;7.25;1.04;292.14;2024-12-27;UREIA;114;32;A;BOX-09;NÃO;3.32;93.83;2.49;0.36;MAQUINARIO
13.66;294.74;4.03;1.71;318.56;2024-12-27;SAM 21;493;37;A;BOX-10;NÃO;4.35;93.82;1.28;0.54;MAQUINARIO
13.77;285.63;2.44;0.94;301.76;2024-12-27;SAM 21;8;50;A;BOX-03;NÃO;4.55;94.34;0.81;0.31;MAQUINARIO
12.40;269.91;9.82;7.46;300.06;2024-12-27;UREIA;113;48;A;BOX-09;NÃO;4.14;90.09;3.28;2.49;MAQUINARIO
19.77;284.76;3.25;1.05;309.77;2024-12-27;30.00.20;116;48;A;BOX-05/09;NÃO;6.40;92.21;1.05;0.34;MAQUINARIO
16.61;280.19;5.03;1.05;303.68;2024-12-27;30.00.20;117;12;A;BOX-05/09;NÃO;5.48;92.51;1.66;0.35;MAQUINARIO
14.39;291.26;11.68;12.16;332.05;2024-12-09;20-00-20;196;49;A;08-09-10;NAO;4.37;88.40;3.54;3.69;MAQUINARIO
6.72;293.23;6.6;1.52;310.26;2024-12-11;20-00-20;47;47;A;03/05/09;NÃO;2.20;95.16;2.14;0.49;MAQUINARIO
8.34;288.04;1.68;0.13;300.67;2024-12-11;20-00-20;49;38;A;08/09/10;NÃO;2.80;96.60;0.56;0.04;MAQUINARIO
7.78;296.7;4.3;0.48;311.66;2024-12-11;20-00-20;221;50;A;08/09/10;NÃO;2.52;95.95;1.39;0.14;MAQUINARIO
8.19;292.78;4.77;0.79;308.86;2024-12-11;20-00-20;222;50;A;08/09/10;NÃO;2.67;95.51;1.56;0.26;MAQUINARIO
4.68;292;9.31;4.04;312.63;2024-12-11;20-00-20;223;50;A;08/09/10;NÃO;1.51;94.18;3.00;1.30;MAQUINARIO
9.96;294.14;6.77;1.25;314.6;2024-12-11;20-00-20;51;50;A;03/05/10;NÃO;3.19;94.24;2.17;0.40;MAQUINARIO
6.94;287.52;0.1;1.53;303.68;2024-12-11;20-00-20;224;50;A;08/09/10;NÃO;2.34;92.11;0.03;0.52;MAQUINARIO
10.58;312.02;1.15;1.25;327;2024-12-11;20-00-20;52;48;A;03/05/09;NÃO;3.26;96.01;0.35;0.38;MAQUINARIO
9.26;300.13;3.68;1.18;316.03;2024-12-11;20-00-20;53;37;A;03/05/09;NÃO;2.95;95.51;1.17;0.38;MAQUINARIO
13.18;314.76;4.51;0.81;335.18;2024-12-11;20-00-20;240;50;B;08/09/10;NÃO;3.95;94.45;1.35;0.24;MAQUINARIO
16.59;283.69;5.82;0.9;310.35;2024-12-12;20-00-20;58;49;A;03/05/09;NAO;5.40;92.41;1.90;0.29;MAQUINARIO
19.97;203.21;3.49;0.91;310.56;2024-12-12;20-00-20;59;50;A;03/05/09;NAO;6.49;92.08;1.13;0.30;MAQUINARIO
23.59;274.88;4.31;0.93;305.89;2024-12-12;20-00-20;60;38;A;03/05/09;NAO;7.77;90.51;1.42;0.31;MAQUINARIO
17.02;307.4;6.03;0.99;335.73;2024-12-12;20-00-20;61;37;B;03/05/09;NAO;5.13;92.58;2.00;0.30;MAQUINARIO
4.01;279.42;13.74;1.03;298.08;2024-02-01;UREIA;206;49;A;BOX-02;NÃO;1.34;93.70;4.61;0.35;MAQUINARIO
4.94;286.15;12.99;4.22;308.72;2025-01-02;UREIA;208;49;A;BOX-02;NÃO;1.60;92.82;4.21;1.37;MAQUINARIO
15.47;304.61;16.48;1.62;334.61;2025-01-02;30.00.20;150;48;B;B5/B9;NÃO;4.57;90.07;4.87;0.48;MAQUINARIO
15.47;303.63;15.52;1.61;334.20;2025-01-02;30.00.20;151;48;B;B5/B9;NÃO;4.60;90.30;4.62;0.48;MAQUINARIO
16.21;284.45;1.19;0.90;302.50;2025-01-02;UREIA;145;49;A;BOX-09;NÃO;5.35;93.96;0.39;0.30;MAQUINARIO
6.43;282.35;13.62;1.09;302.65;2025-01-03;30.00.20;152;48;A;BOX-05/09;NÃO;2.12;93.03;4.49;0.36;MAQUINARIO
10.61;289.17;1.43;1.00;302.16;2025-01-02;UREIA;210;50;A;BOX-09;NÃO;3.51;95.69;0.47;0.33;MAQUINARIO
9.14;285.01;1.50;0.91;296.55;2025-01-02;UREIA;146;47;A;BOX-09;NÃO;3.08;96.11;0.51;0.31;MAQUINARIO
7.71;286.13;11.84;3.56;309.02;2025-01-03;30.00.20;153;48;A;BOX-05/09;NÃO;2.49;92.53;3.83;1.15;MAQUINARIO
12.51;288.40;8.43;0.90;309.93;2025-01-03;30.00.20;154;48;A;BOX-05/09;NÃO;4.03;92.96;2.72;0.29;MAQUINARIO
13.15;284.32;1.12;1.10;299.90;2025-01-02;UREIA;211;49;A;BOX-09;NÃO;4.39;94.87;0.37;0.37;MAQUINARIO
10.66;316.73;6.39;1.45;335.21;2025-01-02;UREIA;212;49;B;BOX-09;NÃO;3.18;94.48;1.91;0.43;MAQUINARIO
7.01;275.60;9.84;1.07;291.99;2025-01-03;UREIA;215;49;A;BOX-02;NÃO;2.39;93.89;3.35;0.36;MAQUINARIO
24.31;305.77;2.28;2.30;334.49;2025-01-02;SAM 21;499;46;B;BOX-10;NÃO;7.26;91.37;0.68;0.69;MAQUINARIO
23.34;305.74;3.26;1.78;335.20;2025-01-02;SAM 21;500;45;B;BOX-10;NÃO;6.99;91.51;0.98;0.52;MAQUINARIO
24.30;307.48;2.27;2.26;335.05;2025-01-02;SAM 21;501;45;B;BOX-10;NÃO;7.23;91.43;0.67;0.67;MAQUINARIO
11.54;321.78;0.79;1.27;334.84;2025-01-03;SAM 21;12;50;B;BOX-03;NÃO;3.44;95.94;0.24;0.38;MAQUINARIO
0.95;286.66;16.41;2.80;307.55;2025-01-21;UREIA;511;31;A;BOX-09;NAO;0.31;93.42;5.36;0.91;BAG MOVEL
32.3;299.28;2.57;1.74;334.88;2025-01-03;SAM 21;502;50;B;BOX-10;NÃO;3.79;88.93;0.76;0.52;MAQUINARIO
32.90;297.29;2.58;1.70;335.11;2025-01-03;SAM 21;503;47;B;BOX-10;NÃO;9.84;88.88;0.77;0.51;MAQUINARIO
32.89;297.28;2.26;1.71;335.47;2025-01-03;SAM 21;504;47;B;BOX-10;NÃO;9.84;88.97;0.68;0.51;MAQUINARIO
26.41;306.02;2.83;0.94;335.01;2025-01-03;SAM 21;351;32;B;BOX-10;NÃO;7.86;91.02;0.84;0.28;MAQUINARIO
19.04;308.39;7.62;1.01;334.99;2024-12-12;20-00-20;250;32;B;08/09/10;NAO;5.67;91.77;2.27;0.30;MAQUINARIO
14.2;315.41;3.98;1.42;335.52;2024-12-13;20-00-20;425;50;B;02/04/10;SIM;4.24;94.15;1.19;0.42;MAQUINARIO
13.19;315.39;3.95;1.43;335.61;2024-12-13;20-00-20;426;49;B;02/04/10;SIM;3.95;94.44;1.18;0.43;MAQUINARIO
14.19;314.39;3.94;1.37;335.48;2024-12-13;20-00-20;427;49;B;02/04/10;SIM;4.25;94.16;1.18;0.41;MAQUINARIO
16.42;313.43;3.74;1.19;335.42;2024-12-13;20-00-20;428;36;B;02/04/10;SIM;4.90;93.62;1.12;0.36;MAQUINARIO
17.42;312.46;2.83;1.27;335.04;2024-12-13;20-00-20;429;38;B;02/04/10;SIM;5.22;93.56;0.85;0.38;MAQUINARIO
12.79;296.93;1.9;1.19;312.2;2024-12-14;20-00-20;430;49;A;02/04/10;SIM;4.09;94.92;0.61;0.38;MAQUINARIO
21.89;284.89;2.29;1.42;311.37;2024-12-14;20-00-20;431;50;A;02/04/10;SIM;7.05;91.75;0.74;0.46;MAQUINARIO
18.89;289.39;1.71;1.14;311.14;2024-12-14;20-00-20;432;36;A;02/04/10;SIM;6.07;93.01;0.55;0.37;MAQUINARIO
14.33;302.16;1.58;1.36;318.97;2024-12-14;20-00-20;65;50;A;03/05/09;NÃO;4.49;94.59;0.49;0.43;MAQUINARIO
11.19;314.87;4.47;1.34;335.28;2024-12-14;20-00-20;66;50;A;03/05/09;NÃO;3.37;94.88;1.35;0.40;MAQUINARIO
16.85;313.38;3.2;1.04;335.82;2024-12-14;20-00-20;67;50;B;03/05/09;NÃO;5.04;93.69;0.96;0.31;MAQUINARIO
10.8;279.88;6.35;2.34;299.76;2024-12-16;20-00-20;436;43;A;02/04/10;SIM;3.61;93.49;2.12;0.78;MAQUINARIO
7.42;291.24;13.37;9.59;322.05;2024-12-16;20-00-20;437;36;A;02/04/10;SIM;2.31;90.55;4.16;2.98;MAQUINARIO
6.05;312.21;4.38;0.97;326.76;2024-12-11;20-00-20;48;47;A;03/05/09;NÃO;1.87;96.33;1.51;0.30;MAQUINARIO
12.87;296.15;1.41;1.16;313.29;2024-12-11;20-00-20;50;50;A;03/05/09;NÃO;4.13;95.04;0.45;0.37;MAQUINARIO
8.8;284.2;4.91;1.39;300.45;2024-12-16;20-00-20;68;50;A;03/05/09;NAO;2.94;94.95;1.64;0.46;MAQUINARIO
12.34;292.84;4.54;1.45;312.29;2024-12-16;20-00-20;387;48;A;08/09/10;NÃO;3.97;94.11;1.46;0.47;MAQUINARIO
11.51;312.32;9.46;1.66;334.9;2024-12-16;20-00-20;69;50;B;03/05/09;NÃO;3.44;93.24;2.82;0.50;MAQUINARIO
12.49;640.34;7.47;1.05;335.17;2024-12-16;20-00-20;70;50;B;03/05/09;NÃO;1.89;96.74;1.13;0.25;MAQUINARIO
12.78;314.63;8.59;1.18;335.31;2024-12-16;20-00-20;71;50;B;03/05/09;NÃO;3.79;93.31;2.55;0.35;MAQUINARIO
19.09;315.68;3.07;1.18;335.62;2025-01-02;20-00-20;147;50;B;B2/B3/B5;NÃO;5.63;93.12;0.91;0.35;MAQUINARIO
8.32;340.05;6.89;1.05;285.42;2025-01-04;UREIA;229;49;B;BOX-02;NÃO;2.06;95.92;1.87;0.34;MAQUINARIO
20.94;314.84;1.81;1.03;335.61;2025-01-04;UREIA;230;49;B;BOX-02;NAO;6.18;92.98;0.53;0.30;MAQUINARIO
19.92;313.86;1.79;1.05;335.88;2025-01-04;UREIA;231;49;B;BOX-02;NAO;5.92;93.24;0.53;0.31;MAQUINARIO
20.91;313.91;2.77;1.08;335.65;2025-01-04;UREIA;232;49;B;BOX-02;NAO;6.17;92.69;0.82;0.32;MAQUINARIO
16.68;280.71;3.58;1.01;297.00;2025-01-04;UREIA;233;49;B;BOX-02;NAO;5.52;92.96;1.19;0.33;MAQUINARIO
